iter	RMSE
234	10.63686137
235	10.63420518
236	10.6319643
237	10.62910775
238	10.62694286
239	10.62441588
240	10.62091246
241	10.61816543
242	10.61592651
243	10.61298118
244	10.61052613
245	10.60788778
246	10.60599359
247	10.60376784
248	10.60083611
249	10.59912801
250	10.59553144
251	10.59234135
252	10.58964662
253	10.5865945
254	10.58378923
255	10.58137001
256	10.57891167
257	10.57643956
258	10.57438083
259	10.57271868
260	10.57074489
261	10.56850554
262	10.56650085
263	10.56501779
264	10.56254712
265	10.55904438
266	10.55609036
267	10.55293946
268	10.55115293
269	10.54877938
270	10.54702361
271	10.54512993
272	10.54308326
273	10.54013011
274	10.53881541
275	10.53669931
276	10.53472858
277	10.53209401
278	10.52992523
279	10.52668114
280	10.5245585
281	10.52146593
282	10.51823443
283	10.51552853
284	10.51291266
285	10.51076936
286	10.50882826
287	10.5058018
288	10.50308353
289	10.50152167
290	10.49854355
291	10.49533984
292	10.492503
293	10.49034263
294	10.48898153
295	10.48679552
296	10.48513815
297	10.48354412
298	10.4810815
299	10.47817971
300	10.47678697
301	10.47542827
302	10.47334221
303	10.47090902
304	10.46916363
305	10.46642975
306	10.46438908
307	10.46298578
308	10.46094072
309	10.4580296
310	10.45565784
311	10.45362976
312	10.4517435
313	10.44865574
314	10.44735959
315	10.44458138
316	10.44363734
317	10.44167817
318	10.44045739
319	10.43788961
320	10.43560698
321	10.43472407
322	10.43301584
323	10.43142655
324	10.42922104
325	10.42795998
326	10.42673609
327	10.42412242
328	10.4218347
329	10.4188917
330	10.41787426
331	10.41742842
332	10.41614484
333	10.41372033
334	10.41099918
335	10.40912691
336	10.40869795
337	10.40637461
338	10.40379494
339	10.4003007
340	10.39838312
341	10.39603269
342	10.39404723
343	10.39159707
344	10.38974587
345	10.38753206
346	10.38599667
347	10.38277639
348	10.38052032
349	10.38000999
350	10.37845519
351	10.37712701
352	10.37577455
353	10.37517101
354	10.37325609
355	10.37120573
356	10.37019058
357	10.36979663
358	10.36870837
359	10.36828317
360	10.36601965
361	10.3659307
362	10.36495597
363	10.36292095
364	10.36171251
365	10.36051645
366	10.35927023
367	10.35734586
368	10.35457927
369	10.35395628
370	10.35163459
371	10.35082217
372	10.35045595
373	10.34901722
374	10.34771202
375	10.34685755
376	10.34562474
377	10.34389756
378	10.3421987
379	10.3418245
380	10.3403147
381	10.3399591
382	10.33825614
383	10.33698112
384	10.33608437
385	10.33387585
386	10.33256434
387	10.33222757
388	10.33068971
389	10.3297637
390	10.3278128
391	10.32522681
392	10.32442671
393	10.3231275
394	10.32234491
395	10.32206713
396	10.32091124
397	10.3202202
398	10.31967361
399	10.31819659
400	10.31745523
401	10.31566056
402	10.31383266
403	10.31264499
404	10.3106358
405	10.30871257
406	10.30766914
407	10.30527839
408	10.30496688
409	10.30425168
410	10.30290813
411	10.30177017
412	10.30112755
413	10.29809335
414	10.29587364
415	10.29513743
416	10.2942017
417	10.29191064
418	10.29161723
419	10.29023836
420	10.28907835
421	10.28761083
422	10.28686176
423	10.28618107
424	10.28552111
425	10.28529315
426	10.28507054
427	10.28370957
428	10.2825974
429	10.28250661
430	10.280738
431	10.27918079
432	10.27708426
433	10.2756417
434	10.2755531
435	10.27346692
436	10.27140715
437	10.27119697
438	10.2687784
439	10.26851699
440	10.26778085
441	10.26769739
442	10.26644407
443	10.26636216
444	10.26624729
445	10.26595814
446	10.26587925
447	10.26580132
448	10.26520699
449	10.2645104
450	10.26382727
451	10.26375274
452	10.26367925
453	10.26217114
454	10.26152066
455	10.26086234
456	10.25974003
457	10.2596397
458	10.25914356
459	10.25786541
460	10.25722816
461	10.25588823
462	10.25525774
463	10.255163
464	10.25457076
465	10.25394535
466	10.25385228
467	10.25256072
468	10.25212657
469	10.25105946
470	10.24933999
471	10.24881057
472	10.24730035
473	10.24611323
474	10.2456738
475	10.24378215
476	10.24294311
477	10.2428591
478	10.24140147
479	10.24122469
480	10.23980655
481	10.23955658
482	10.23673236
483	10.23632666
484	10.23573552
485	10.23498387
486	10.23332849
487	10.23326942
488	10.23205708
489	10.22970225
490	10.22792726
491	10.22743087
492	10.2261132
493	10.22409315
494	10.22260228
495	10.22073355
496	10.21847845
497	10.21842002
498	10.21677262
499	10.21661211
500	10.21535782
501	10.21321485
502	10.21305871
503	10.21139936
504	10.21016933
505	10.20855388
506	10.20734508
507	10.2067818
508	10.20598023
509	10.20442505
510	10.20248701
511	10.20155824
512	10.19978171
513	10.19950057
514	10.1978178
515	10.19685822
516	10.1953449
517	10.19429236
518	10.19253736
519	10.19065149
520	10.18913988
521	10.18740552
522	10.18645605
523	10.18548824
524	10.18419442
525	10.18244449
526	10.17997218
527	10.1772877
528	10.17682839
529	10.17468694
530	10.17351083
531	10.17101318
532	10.17094553
533	10.16966439
534	10.16769573
535	10.16652177
536	10.16638093
537	10.16410506
538	10.16234029
539	10.15988609
540	10.1585325
541	10.1568302
542	10.15560564
543	10.15339426
544	10.15169707
545	10.15064694
546	10.14941652
547	10.14812094
548	10.14626701
549	10.14549696
550	10.14317094
551	10.14246899
552	10.14025704
553	10.13895046
554	10.13781769
555	10.13582158
556	10.13366742
557	10.13278683
558	10.13202768
559	10.13166647
560	10.1305793
561	10.12978642
562	10.12928025
563	10.12892514
564	10.12759327
565	10.12544479
566	10.12509559
567	10.12366597
568	10.12255423
569	10.12173341
570	10.11997484
571	10.11931787
572	10.11720625
573	10.11601665
574	10.11494594
575	10.11336565
576	10.11229938
577	10.11020513
578	10.1082606
579	10.1079229
580	10.10750931
581	10.10588457
582	10.10476275
583	10.10322051
584	10.10232305
585	10.10203053
586	10.10145516
587	10.10006514
588	10.09735251
589	10.09653293
590	10.09523713
591	10.094497
592	10.09418033
593	10.09220572
594	10.09148805
595	10.09026291
596	10.08940769
597	10.08803562
598	10.08609381
599	10.08470921
600	10.0840005
601	10.08175112
602	10.08110709
603	10.08022756
604	10.07860861
605	10.07648114
606	10.07617569
607	10.07458939
608	10.07354345
609	10.07186528
610	10.07156468
611	10.06963016
612	10.06813421
613	10.06784706
614	10.06677377
615	10.06431064
616	10.06378821
617	10.06219889
618	10.06111457
619	10.06065109
620	10.0587556
621	10.05823973
622	10.05693795
623	10.05661192
624	10.05571148
625	10.05478531
626	10.05276196
627	10.05144929
628	10.05050049
629	10.05023009
630	10.0493285
631	10.04739926
632	10.04595076
633	10.04503722
634	10.04310097
635	10.04190281
636	10.04156957
637	10.04029852
638	10.03908793
639	10.0382334
640	10.03752862
641	10.03715789
642	10.03482112
643	10.03330454
644	10.03311892
645	10.03138523
646	10.03121856
647	10.03047133
648	10.02979152
649	10.02906994
650	10.0287918
651	10.0281614
652	10.02669285
653	10.02525967
654	10.02404513
655	10.02305168
656	10.02187453
657	10.02046949
658	10.01934542
659	10.01792008
660	10.01689793
661	10.01613056
662	10.01549307
663	10.01401972
664	10.01348413
665	10.01245412
666	10.01144811
667	10.01081135
668	10.01057022
669	10.01040514
670	10.00950808
671	10.00884651
672	10.00731885
673	10.00517362
674	10.00394094
675	10.00277732
676	10.00171517
677	10.0007947
678	9.999781836
679	9.998865331
680	9.998579378
681	9.997756554
682	9.99642669
683	9.995462204
684	9.995137708
685	9.993761217
686	9.992968549
687	9.992633584
688	9.992011059
689	9.991612706
690	9.991286274
691	9.989530448
692	9.988808065
693	9.988492693
694	9.987419359
695	9.987108858
696	9.986220535
697	9.984280874
698	9.983976946
699	9.983365965
700	9.982547786
701	9.981696539
702	9.981445239
703	9.980018555
704	9.978401365
705	9.976285412
706	9.973337029
707	9.973022254
708	9.971993055
709	9.970912896
710	9.968946503
711	9.968623855
712	9.967542767
713	9.967231145
714	9.966984095
715	9.966174342
716	9.965073262
717	9.962939548
718	9.960812328
719	9.959869661
720	9.959612626
721	9.958282366
722	9.95797569
723	9.955983443
724	9.954603403
725	9.953254877
726	9.952317635
727	9.95207898
728	9.950806416
729	9.949967583
730	9.949665536
731	9.949365353
732	9.947942894
733	9.946800241
734	9.944770592
735	9.943462374
736	9.94266836
737	9.942073354
738	9.941753935
739	9.941456865
740	9.941164935
741	9.940872727
742	9.939770053
743	9.938611438
744	9.93552464
745	9.934563344
746	9.933698832
747	9.931725891
748	9.930697974
749	9.930336826
750	9.928342849
751	9.927301566
752	9.927181887
753	9.926902466
754	9.926515732
755	9.92570204
756	9.924439615
757	9.923457114
758	9.923169802
759	9.921701024
760	9.921415158
761	9.920521371
762	9.919799786
763	9.919517876
764	9.91850804
765	9.917464295
766	9.91719346
767	9.916843853
768	9.916417427
769	9.916198731
770	9.915858113
771	9.914538839
772	9.911786173
773	9.91072922
774	9.910530999
775	9.909524014
776	9.908669953
777	9.907816077
778	9.906722388
779	9.906246348
780	9.905885147
781	9.905361656
782	9.90460334
783	9.903479674
784	9.902634408
785	9.901791791
786	9.900750237
787	9.900414118
788	9.897601969
789	9.896785302
790	9.895589007
791	9.895311951
792	9.895087696
793	9.893914968
794	9.893391279
795	9.892793618
796	9.892231931
797	9.890954482
798	9.890575374
799	9.890301892
800	9.890031561
801	9.889246085
802	9.88867411
803	9.886594463
804	9.886248357
805	9.885283072
806	9.884454869
807	9.88374743
808	9.882585074
809	9.882317918
810	9.880787664
811	9.880445744
812	9.880046419
813	9.879030929
814	9.878340536
815	9.877453959
816	9.875632805
817	9.875366797
818	9.874550546
819	9.874280732
820	9.874020368
821	9.871390484
822	9.870739977
823	9.870025708
824	9.869115995
825	9.868001548
826	9.867461673
827	9.867132205
828	9.865256072
829	9.864996843
830	9.863343327
831	9.863087023
832	9.861862937
833	9.859689341
834	9.85906573
835	9.858743175
836	9.857869403
837	9.857089888
838	9.856679306
839	9.856362314
840	9.85605029
841	9.855562775
842	9.85467244
843	9.854265559
844	9.853519014
845	9.852366166
846	9.851362393
847	9.850229904
848	9.849198908
849	9.848893141
850	9.848193666
851	9.847112929
852	9.846930029
853	9.846726356
854	9.846080627
855	9.845642504
856	9.845148312
857	9.844598278
858	9.844347978
859	9.843670573
860	9.843423079
861	9.842640073
862	9.841223002
863	9.841137818
864	9.839862149
865	9.839676434
866	9.838612704
867	9.838413965
868	9.837471996
869	9.836470139
870	9.835077576
871	9.834136594
872	9.833900479
873	9.832608927
874	9.831957774
875	9.830730071
876	9.830013771
877	9.829259174
878	9.828746878
879	9.827852826
880	9.827667859
881	9.826672718
882	9.826212525
883	9.825863792
884	9.824951258
885	9.824464699
886	9.82412909
887	9.823319478
888	9.82162096
889	9.821423278
890	9.819125596
891	9.818832327
892	9.817043191
893	9.816868902
894	9.816270409
895	9.815720112
896	9.81532252
897	9.815080336
898	9.814754518
899	9.814653281
900	9.814092733
901	9.812886678
902	9.812646038
903	9.812459022
904	9.811093462
905	9.810440688
906	9.810249682
907	9.808545026
908	9.807547534
909	9.806424984
910	9.804549362
911	9.802930818
912	9.80246606
913	9.800673139
914	9.800435857
915	9.799489663
916	9.797785855
917	9.797685756
918	9.79745079
919	9.79663358
920	9.796350491
921	9.795169882
922	9.79386634
923	9.793677935
924	9.792661357
925	9.792088238
926	9.791613164
927	9.790568282
928	9.78952326
929	9.788565056
930	9.78800306
931	9.786896681
932	9.785917377
933	9.785638384
934	9.785098867
935	9.784868969
936	9.784701567
937	9.784486383
938	9.784092514
939	9.783820151
940	9.782657252
941	9.781978262
942	9.781751228
943	9.780896791
944	9.779911995
945	9.779077702
946	9.777559133
947	9.776693201
948	9.775367859
949	9.775211425
950	9.774429907
951	9.774204512
952	9.773796081
953	9.773420956
954	9.772483279
955	9.769842911
956	9.769669105
957	9.76858665
958	9.768381791
959	9.76752028
960	9.76731879
961	9.766491356
962	9.76547815
963	9.765254925
964	9.764735115
965	9.763944935
966	9.763230351
967	9.762928092
968	9.762152318
969	9.76063073
970	9.759127547
971	9.758623441
972	9.758360754
973	9.757992706
974	9.756990632
975	9.75679197
976	9.756407145
977	9.75579875
978	9.754594705
979	9.754105117
980	9.753356946
981	9.752945547
982	9.752261836
983	9.75054617
984	9.749520669
985	9.749113646
986	9.748919445
987	9.747894091
988	9.747020719
989	9.746762288
990	9.746370714
991	9.745726066
992	9.745345886
993	9.745154481
994	9.743899207
995	9.743622116
996	9.743403434
997	9.742932549
998	9.741180489
999	9.740592738
